사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
LPG 충전소,서울특별시,강북구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,서울특별시,도봉구, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,서울특별시,노원구, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,서울특별시,은평구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,서울특별시,양천구, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,서울특별시,강서구, 13 , 13 ,100.00%, 13 ,100.00%,
LPG 충전소,서울특별시,구로구, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,서울특별시,영등포구, * , * ,, * ,,
LPG 충전소,서울특별시,관악구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,서울특별시,서초구, 3 , 3 ,100.00%, 4 ,75.00%,
LPG 충전소,서울특별시,강남구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,서울특별시,송파구, 5 , 5 ,100.00%, 3 ,166.67%,
LPG 충전소,서울특별시,강동구, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,인천광역시,합계, 67 , 67 ,100.00%, 70 ,95.71%,
LPG 충전소,인천광역시,중구, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,인천광역시,동구, * , * ,, * ,,
LPG 충전소,인천광역시,미추홀구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,인천광역시,연수구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,인천광역시,남동구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,인천광역시,부평구, 14 , 14 ,100.00%, 14 ,100.00%,
LPG 충전소,인천광역시,계양구, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,인천광역시,서구, 19 , 19 ,100.00%, 21 ,90.48%,
LPG 충전소,인천광역시,강화군, 4 , 4 ,100.00%, 5 ,80.00%,
LPG 충전소,인천광역시,옹진군, * , * ,, * ,,
LPG 충전소,경기도,합계, 367 , 368 ,99.73%, 372 ,98.66%,
LPG 충전소,경기도,수원시 장안구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경기도,수원시 권선구, 12 , 12 ,100.00%, 13 ,92.31%,
LPG 충전소,경기도,수원시 팔달구, * , * ,, * ,,
LPG 충전소,경기도,수원시 영통구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경기도,성남시 수정구, 5 , 5 ,100.00%, 3 ,166.67%,
LPG 충전소,경기도,성남시 중원구, * , * ,, * ,,
LPG 충전소,경기도,성남시 분당구, 3 , 3 ,100.00%, 4 ,75.00%,
LPG 충전소,경기도,의정부시, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,경기도,안양시 만안구, * , * ,, * ,,
LPG 충전소,경기도,안양시 동안구, * , * ,, 3 ,,
LPG 충전소,경기도,부천시, 9 , 8 ,112.50%, 8 ,112.50%,
LPG 충전소,경기도,광명시, * , * ,, * ,,
LPG 충전소,경기도,평택시, 26 , 26 ,100.00%, 25 ,104.00%,
LPG 충전소,경기도,동두천시, 7 , 7 ,100.00%, 8 ,87.50%,
LPG 충전소,경기도,안산시 상록구, 11 , 11 ,100.00%, 11 ,100.00%,
LPG 충전소,경기도,안산시 단원구, 8 , 8 ,100.00%, 7 ,114.29%,
LPG 충전소,경기도,고양시 덕양구, 11 , 11 ,100.00%, 12 ,91.67%,
LPG 충전소,경기도,고양시 일산동구, 6 , 6 ,100.00%, 7 ,85.71%,
LPG 충전소,경기도,고양시 일산서구, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,경기도,과천시, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경기도,구리시, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,경기도,남양주시, 12 , 12 ,100.00%, 13 ,92.31%,
LPG 충전소,경기도,오산시, 9 , 9 ,100.00%, 8 ,112.50%,
LPG 충전소,경기도,시흥시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,경기도,군포시, * , * ,, * ,,
LPG 충전소,경기도,의왕시, 6 , 6 ,100.00%, 7 ,85.71%,
LPG 충전소,경기도,하남시, 7 , 7 ,100.00%, 8 ,87.50%,
LPG 충전소,경기도,용인시 처인구, 18 , 18 ,100.00%, 16 ,112.50%,
LPG 충전소,경기도,용인시 기흥구, 13 , 14 ,92.86%, 14 ,92.86%,
LPG 충전소,경기도,파주시, 21 , 22 ,95.45%, 27 ,77.78%,
LPG 충전소,경기도,이천시, 13 , 13 ,100.00%, 13 ,100.00%,
LPG 충전소,경기도,안성시, 14 , 14 ,100.00%, 14 ,100.00%,
LPG 충전소,경기도,김포시, 19 , 19 ,100.00%, 17 ,111.76%,
LPG 충전소,경기도,화성시, 23 , 23 ,100.00%, 22 ,104.55%,
LPG 충전소,경기도,광주시, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,경기도,양주시, 17 , 17 ,100.00%, 16 ,106.25%,
LPG 충전소,경기도,포천시, 18 , 18 ,100.00%, 17 ,105.88%,
LPG 충전소,경기도,여주시, 6 , 6 ,100.00%, 7 ,85.71%,
LPG 충전소,경기도,연천군, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,경기도,가평군, 12 , 12 ,100.00%, 13 ,92.31%,
LPG 충전소,경기도,양평군, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,강원도,합계, 94 , 95 ,98.95%, 93 ,101.08%,
LPG 충전소,강원도,춘천시, 14 , 14 ,100.00%, 14 ,100.00%,
LPG 충전소,강원도,원주시, 10 , 10 ,100.00%, 11 ,90.91%,
LPG 충전소,강원도,강릉시, 13 , 12 ,108.33%, 12 ,108.33%,
LPG 충전소,강원도,동해시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,강원도,태백시, * , * ,, * ,,
LPG 충전소,강원도,속초시, 6 , 6 ,100.00%, 5 ,120.00%,
LPG 충전소,강원도,삼척시, 4 , 5 ,80.00%, 5 ,80.00%,
LPG 충전소,강원도,홍천군, 4 , 4 ,100.00%, 3 ,133.33%,
LPG 충전소,강원도,횡성군, 4 , 4 ,100.00%, 3 ,133.33%,
LPG 충전소,강원도,영월군, 4 , 4 ,100.00%, 3 ,133.33%,
LPG 충전소,강원도,평창군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,강원도,정선군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,강원도,철원군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,강원도,화천군, * , * ,, * ,,
LPG 충전소,강원도,양구군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,강원도,인제군, 6 , 6 ,100.00%, 7 ,85.71%,
LPG 충전소,강원도,고성군, * , * ,, * ,,
LPG 충전소,강원도,양양군, 4 , 5 ,80.00%, 5 ,80.00%,
LPG 충전소,대전광역시,합계, 38 , 38 ,100.00%, 38 ,100.00%,
LPG 충전소,대전광역시,중구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,대전광역시,동구, 7 , 7 ,100.00%, 6 ,116.67%,
LPG 충전소,대전광역시,서구, 5 , 5 ,100.00%, 7 ,71.43%,
LPG 충전소,대전광역시,유성구, 9 , 9 ,100.00%, 8 ,112.50%,
LPG 충전소,대전광역시,대덕구, 10 , 10 ,100.00%, 10 ,100.00%,
LPG 충전소,충청북도,합계, 76 , 75 ,101.33%, 75 ,101.33%,
LPG 충전소,충청북도,청주시 상당구, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,충청북도,청주시 서원구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,충청북도,청주시 흥덕구, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,충청북도,청주시 청원구, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,충청북도,충주시, 16 , 16 ,100.00%, 16 ,100.00%,
LPG 충전소,충청북도,제천시, 11 , 11 ,100.00%, 11 ,100.00%,
LPG 충전소,충청북도,옥천군, 3 , * ,, * ,,
LPG 충전소,충청북도,영동군, * , * ,, * ,,
LPG 충전소,충청북도,증평군, * , * ,, * ,,
LPG 충전소,충청북도,진천군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,충청북도,괴산군, * , * ,, * ,,
LPG 충전소,충청북도,음성군, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,충청북도,단양군, * , * ,, * ,,
LPG 충전소,충청남도,합계, 133 , 126 ,105.56%, 128 ,103.91%,
LPG 충전소,충청남도,천안시 동남구, 10 , 10 ,100.00%, 12 ,83.33%,
LPG 충전소,충청남도,천안시 서북구, 17 , 17 ,100.00%, 17 ,100.00%,
LPG 충전소,충청남도,공주시, 13 , 12 ,108.33%, 12 ,108.33%,
LPG 충전소,충청남도,보령시, 9 , 7 ,128.57%, 7 ,128.57%,
LPG 충전소,충청남도,아산시, 13 , 12 ,108.33%, 11 ,118.18%,
LPG 충전소,충청남도,서산시, 9 , 9 ,100.00%, 9 ,100.00%,
LPG 충전소,충청남도,논산시, 10 , 10 ,100.00%, 11 ,90.91%,
LPG 충전소,충청남도,계룡시, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,충청남도,당진시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,충청남도,금산군, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,충청남도,부여군, 4 , 4 ,100.00%, 5 ,80.00%,
LPG 충전소,충청남도,서천군, 7 , 7 ,100.00%, 8 ,87.50%,
LPG 충전소,충청남도,청양군, * , * ,, * ,,
LPG 충전소,충청남도,홍성군, 12 , 11 ,109.09%, 11 ,109.09%,
LPG 충전소,충청남도,예산군, 10 , 8 ,125.00%, 7 ,142.86%,
LPG 충전소,충청남도,태안군, * , * ,, * ,,
LPG 충전소,세종특별자치시,합계, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,세종특별자치시,세종시, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,광주광역시,합계, 38 , 38 ,100.00%, 41 ,92.68%,
LPG 충전소,광주광역시,동구, * , * ,, * ,,
LPG 충전소,광주광역시,남구, 4 , 4 ,100.00%, 5 ,80.00%,
LPG 충전소,광주광역시,서구, * , * ,, * ,,
LPG 충전소,광주광역시,북구, 12 , 12 ,100.00%, 13 ,92.31%,
LPG 충전소,광주광역시,광산구, 18 , 18 ,100.00%, 19 ,94.74%,
LPG 충전소,전라북도,합계, 108 , 108 ,100.00%, 101 ,106.93%,
LPG 충전소,전라북도,전주시 완산구, 14 , 14 ,100.00%, 13 ,107.69%,
LPG 충전소,전라북도,전주시 덕진구, 19 , 19 ,100.00%, 18 ,105.56%,
LPG 충전소,전라북도,군산시, 16 , 16 ,100.00%, 14 ,114.29%,
LPG 충전소,전라북도,익산시, 15 , 15 ,100.00%, 15 ,100.00%,
LPG 충전소,전라북도,정읍시, 9 , 9 ,100.00%, 8 ,112.50%,
LPG 충전소,전라북도,남원시, 7 , 7 ,100.00%, 6 ,116.67%,
LPG 충전소,전라북도,김제시, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,전라북도,완주군, 12 , 12 ,100.00%, 11 ,109.09%,
LPG 충전소,전라북도,진안군, * , * ,, * ,,
LPG 충전소,전라북도,무주군, * , * ,, * ,,
LPG 충전소,전라북도,임실군, * , * ,, * ,,
LPG 충전소,전라북도,순창군, * , * ,, * ,,
LPG 충전소,전라북도,고창군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,전라북도,부안군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,전라남도,합계, 121 , 122 ,99.18%, 125 ,96.80%,
LPG 충전소,전라남도,목포시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,전라남도,여수시, 11 , 11 ,100.00%, 10 ,110.00%,
LPG 충전소,전라남도,순천시, 12 , 12 ,100.00%, 14 ,85.71%,
LPG 충전소,전라남도,나주시, 10 , 10 ,100.00%, 10 ,100.00%,
LPG 충전소,전라남도,광양시, 14 , 14 ,100.00%, 13 ,107.69%,
LPG 충전소,전라남도,담양군, 4 , 4 ,100.00%, 5 ,80.00%,
LPG 충전소,전라남도,곡성군, * , * ,, * ,,
LPG 충전소,전라남도,구례군, 3 , 3 ,100.00%, 4 ,75.00%,
LPG 충전소,전라남도,고흥군, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,전라남도,보성군, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,전라남도,화순군, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,전라남도,장흥군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,전라남도,강진군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,전라남도,해남군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,전라남도,영암군, 8 , 8 ,100.00%, 10 ,80.00%,
LPG 충전소,전라남도,무안군, 5 , 6 ,83.33%, 6 ,83.33%,
LPG 충전소,전라남도,함평군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,전라남도,영광군, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,전라남도,장성군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,전라남도,완도군, * , * ,, * ,,
LPG 충전소,전라남도,진도군, * , * ,, * ,,
LPG 충전소,대구광역시,합계, 44 , 44 ,100.00%, 44 ,100.00%,
LPG 충전소,대구광역시,중구, * , * ,, * ,,
LPG 충전소,대구광역시,동구, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,대구광역시,남구, * , * ,, * ,,
LPG 충전소,대구광역시,서구, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,대구광역시,북구, 11 , 11 ,100.00%, 11 ,100.00%,
LPG 충전소,대구광역시,수성구, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,대구광역시,달서구, 10 , 10 ,100.00%, 8 ,125.00%,
LPG 충전소,대구광역시,달성군, 7 , 7 ,100.00%, 9 ,77.78%,
LPG 충전소,경상북도,합계, 163 , 163 ,100.00%, 163 ,100.00%,
LPG 충전소,경상북도,포항시 남구, 12 , 12 ,100.00%, 12 ,100.00%,
LPG 충전소,경상북도,포항시 북구, 10 , 10 ,100.00%, 8 ,125.00%,
LPG 충전소,경상북도,경주시, 20 , 20 ,100.00%, 21 ,95.24%,
LPG 충전소,경상북도,김천시, 10 , 10 ,100.00%, 9 ,111.11%,
LPG 충전소,경상북도,안동시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,경상북도,구미시, 21 , 21 ,100.00%, 22 ,95.45%,
LPG 충전소,경상북도,영주시, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,경상북도,영천시, 8 , 8 ,100.00%, 8 ,100.00%,
LPG 충전소,경상북도,상주시, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,경상북도,문경시, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경상북도,경산시, 13 , 13 ,100.00%, 14 ,92.86%,
LPG 충전소,경상북도,군위군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,경상북도,의성군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경상북도,청송군, * , * ,, * ,,
LPG 충전소,경상북도,영양군, * , * ,, * ,,
LPG 충전소,경상북도,영덕군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,경상북도,청도군, * , * ,, * ,,
LPG 충전소,경상북도,고령군,0,0,, * ,,
LPG 충전소,경상북도,성주군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경상북도,칠곡군, 15 , 15 ,100.00%, 15 ,100.00%,
LPG 충전소,경상북도,예천군, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,경상북도,봉화군, * , * ,, * ,,
LPG 충전소,경상북도,울진군, 5 , 5 ,100.00%, 4 ,125.00%,
LPG 충전소,부산광역시,합계, 59 , 59 ,100.00%, 58 ,101.72%,
LPG 충전소,부산광역시,강서구, 11 , 11 ,100.00%, 11 ,100.00%,
LPG 충전소,부산광역시,동구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,부산광역시,남구, * , * ,, * ,,
LPG 충전소,부산광역시,서구, * , * ,, * ,,
LPG 충전소,부산광역시,북구, * , * ,, * ,,
LPG 충전소,부산광역시,영도구, * , * ,, * ,,
LPG 충전소,부산광역시,부산진구, * , * ,, * ,,
LPG 충전소,부산광역시,해운대구, 4 , 3 ,133.33%, 3 ,133.33%,
LPG 충전소,부산광역시,사하구, 5 , 5 ,100.00%, 5 ,100.00%,
LPG 충전소,부산광역시,금정구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,부산광역시,연제구, * , * ,, * ,,
LPG 충전소,부산광역시,수영구, * , * ,, * ,,
LPG 충전소,부산광역시,사상구, 5 , 6 ,83.33%, 6 ,83.33%,
LPG 충전소,부산광역시,기장군, 14 , 14 ,100.00%, 13 ,107.69%,
LPG 충전소,울산광역시,합계, 30 , 30 ,100.00%, 30 ,100.00%,
LPG 충전소,울산광역시,중구, * , * ,, * ,,
LPG 충전소,울산광역시,동구, * , * ,, * ,,
LPG 충전소,울산광역시,남구, 11 , 11 ,100.00%, 11 ,100.00%,
LPG 충전소,울산광역시,북구, 6 , 6 ,100.00%, 6 ,100.00%,
LPG 충전소,울산광역시,울주군, 10 , 10 ,100.00%, 10 ,100.00%,
LPG 충전소,경상남도,합계, 158 , 155 ,101.94%, 151 ,104.64%,
LPG 충전소,경상남도,고성군, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경상남도,창원시 의창구, 11 , 11 ,100.00%, 10 ,110.00%,
LPG 충전소,경상남도,창원시 성산구, * , * ,, * ,,
LPG 충전소,경상남도,창원시 마산합포구, 9 , 9 ,100.00%, 9 ,100.00%,
LPG 충전소,경상남도,창원시 마산회원구, 7 , 7 ,100.00%, 7 ,100.00%,
LPG 충전소,경상남도,창원시 진해구, 3 , 3 ,100.00%, 3 ,100.00%,
LPG 충전소,경상남도,진주시, 15 , 13 ,115.38%, 13 ,115.38%,
LPG 충전소,경상남도,통영시, 6 , 7 ,85.71%, 6 ,100.00%,
LPG 충전소,경상남도,사천시, 10 , 10 ,100.00%, 10 ,100.00%,
LPG 충전소,경상남도,김해시, 22 , 22 ,100.00%, 21 ,104.76%,
LPG 충전소,경상남도,밀양시, 9 , 9 ,100.00%, 9 ,100.00%,
LPG 충전소,경상남도,거제시, 8 , 8 ,100.00%, 7 ,114.29%,
LPG 충전소,경상남도,양산시, 16 , 15 ,106.67%, 15 ,106.67%,
LPG 충전소,경상남도,의령군, * , * ,, * ,,
LPG 충전소,경상남도,함안군, 16 , 16 ,100.00%, 16 ,100.00%,
LPG 충전소,경상남도,창녕군, 3 , 3 ,100.00%, 4 ,75.00%,
LPG 충전소,경상남도,남해군, 3 , 4 ,75.00%, 3 ,100.00%,
LPG 충전소,경상남도,하동군, 4 , 4 ,100.00%, 4 ,100.00%,
LPG 충전소,경상남도,함양군, 4 , 3 ,133.33%, 3 ,133.33%,
LPG 충전소,경상남도,거창군, 4 , 3 ,133.33%, 3 ,133.33%,
LPG 충전소,경상남도,합천군, * , * ,, * ,,
LPG 충전소,제주특별자치도,합계, 35 , 35 ,100.00%, 36 ,97.22%,
LPG 충전소,제주특별자치도,제주시, 21 , 21 ,100.00%, 21 ,100.00%,
LPG 충전소,제주특별자치도,서귀포시, 14 , 14 ,100.00%, 15 ,93.33%,
PC방,합계,합계," 10,088 "," 10,102 ",99.86%," 10,480 ",96.26%,
PC방,서울특별시,합계," 1,623 "," 1,629 ",99.63%," 1,731 ",93.76%,
PC방,서울특별시,종로구, 36 , 37 ,97.30%, 37 ,97.30%,
PC방,서울특별시,중구, 24 , 23 ,104.35%, 25 ,96.00%,
PC방,서울특별시,용산구, 22 , 22 ,100.00%, 26 ,84.62%,
PC방,서울특별시,성동구, 47 , 46 ,102.17%, 48 ,97.92%,
PC방,서울특별시,광진구, 75 , 76 ,98.68%, 77 ,97.40%,
PC방,서울특별시,동대문구, 70 , 69 ,101.45%, 72 ,97.22%,
PC방,서울특별시,중랑구, 68 , 69 ,98.55%, 68 ,100.00%,
PC방,서울특별시,성북구, 65 , 65 ,100.00%, 69 ,94.20%,
PC방,서울특별시,강북구, 65 , 65 ,100.00%, 64 ,101.56%,
PC방,서울특별시,도봉구, 44 , 41 ,107.32%, 46 ,95.65%,
PC방,서울특별시,노원구, 77 , 78 ,98.72%, 82 ,93.90%,
PC방,서울특별시,은평구, 56 , 57 ,98.25%, 61 ,91.80%,
PC방,서울특별시,서대문구, 55 , 54 ,101.85%, 54 ,101.85%,
PC방,서울특별시,마포구, 55 , 53 ,103.77%, 56 ,98.21%,
PC방,서울특별시,양천구, 68 , 69 ,98.55%, 73 ,93.15%,
PC방,서울특별시,강서구, 91 , 92 ,98.91%, 105 ,86.67%,
PC방,서울특별시,구로구, 63 , 64 ,98.44%, 67 ,94.03%,
PC방,서울특별시,금천구, 43 , 43 ,100.00%, 46 ,93.48%,
PC방,서울특별시,영등포구, 75 , 75 ,100.00%, 81 ,92.59%,
PC방,서울특별시,동작구, 80 , 81 ,98.77%, 89 ,89.89%,
PC방,서울특별시,관악구, 103 , 105 ,98.10%, 118 ,87.29%,
PC방,서울특별시,서초구, 47 , 47 ,100.00%, 60 ,78.33%,
PC방,서울특별시,강남구, 105 , 108 ,97.22%, 110 ,95.45%,
PC방,서울특별시,송파구, 110 , 110 ,100.00%, 111 ,99.10%,
PC방,서울특별시,강동구, 79 , 80 ,98.75%, 86 ,91.86%,
PC방,인천광역시,합계, 511 , 517 ,98.84%, 539 ,94.81%,
PC방,인천광역시,중구, 22 , 22 ,100.00%, 21 ,104.76%,
PC방,인천광역시,동구, 6 , 6 ,100.00%, 7 ,85.71%,
PC방,인천광역시,미추홀구, 88 , 88 ,100.00%, 91 ,96.70%,
PC방,인천광역시,연수구, 66 , 68 ,97.06%, 67 ,98.51%,
PC방,인천광역시,남동구, 102 , 103 ,99.03%, 109 ,93.58%,
PC방,인천광역시,부평구, 93 , 94 ,98.94%, 94 ,98.94%,
PC방,인천광역시,계양구, 44 , 46 ,95.65%, 48 ,91.67%,
PC방,인천광역시,서구, 85 , 84 ,101.19%, 94 ,90.43%,
PC방,인천광역시,강화군, 3 , 4 ,75.00%, 5 ,60.00%,
PC방,인천광역시,옹진군, * , * ,, 3 ,,
PC방,경기도,합계," 2,341 "," 2,340 ",100.04%," 2,413 ",97.02%,
PC방,경기도,수원시 장안구, 69 , 67 ,102.99%, 66 ,104.55%,
PC방,경기도,수원시 권선구, 72 , 71 ,101.41%, 82 ,87.80%,
PC방,경기도,수원시 팔달구, 60 , 60 ,100.00%, 61 ,98.36%,
PC방,경기도,수원시 영통구, 52 , 51 ,101.96%, 54 ,96.30%,
PC방,경기도,성남시 수정구, 50 , 50 ,100.00%, 56 ,89.29%,
PC방,경기도,성남시 중원구, 47 , 47 ,100.00%, 49 ,95.92%,
PC방,경기도,성남시 분당구, 70 , 70 ,100.00%, 68 ,102.94%,
PC방,경기도,의정부시, 76 , 77 ,98.70%, 87 ,87.36%,
PC방,경기도,안양시 만안구, 52 , 50 ,104.00%, 50 ,104.00%,
PC방,경기도,안양시 동안구, 51 , 51 ,100.00%, 59 ,86.44%,
PC방,경기도,부천시, 154 , 152 ,101.32%, 164 ,93.90%,
PC방,경기도,광명시, 48 , 49 ,97.96%, 47 ,102.13%,
PC방,경기도,평택시, 132 , 132 ,100.00%, 139 ,94.96%,
PC방,경기도,동두천시, 14 , 14 ,100.00%, 19 ,73.68%,
PC방,경기도,안산시 상록구, 81 , 81 ,100.00%, 87 ,93.10%,
PC방,경기도,안산시 단원구, 95 , 96 ,98.96%, 106 ,89.62%,
PC방,경기도,고양시 덕양구, 83 , 83 ,100.00%, 91 ,91.21%,
PC방,경기도,고양시 일산동구, 55 , 58 ,94.83%, 54 ,101.85%,
PC방,경기도,고양시 일산서구, 46 , 45 ,102.22%, 48 ,95.83%,
PC방,경기도,과천시, 6 , 6 ,100.00%, 7 ,85.71%,
PC방,경기도,구리시, 32 , 33 ,96.97%, 39 ,82.05%,
PC방,경기도,남양주시, 80 , 81 ,98.77%, 84 ,95.24%,
PC방,경기도,오산시, 69 , 68 ,101.47%, 59 ,116.95%,
PC방,경기도,시흥시, 115 , 114 ,100.88%, 114 ,100.88%,
PC방,경기도,군포시, 46 , 45 ,102.22%, 46 ,100.00%,
PC방,경기도,의왕시, 18 , 18 ,100.00%, 18 ,100.00%,
PC방,경기도,하남시, 27 , 30 ,90.00%, 22 ,122.73%,
PC방,경기도,용인시 처인구, 47 , 47 ,100.00%, 47 ,100.00%,
PC방,경기도,용인시 기흥구, 62 , 61 ,101.64%, 63 ,98.41%,
PC방,경기도,용인시 수지구, 46 , 46 ,100.00%, 47 ,97.87%,
PC방,경기도,파주시, 80 , 78 ,102.56%, 83 ,96.39%,
PC방,경기도,이천시, 45 , 45 ,100.00%, 44 ,102.27%,
PC방,경기도,안성시, 32 , 32 ,100.00%, 40 ,80.00%,
PC방,경기도,김포시, 47 , 47 ,100.00%, 42 ,111.90%,
PC방,경기도,화성시, 123 , 122 ,100.82%, 116 ,106.03%,
PC방,경기도,광주시, 49 , 51 ,96.08%, 46 ,106.52%,
PC방,경기도,양주시, 26 , 25 ,104.00%, 22 ,118.18%,
PC방,경기도,포천시, 33 , 35 ,94.29%, 34 ,97.06%,
PC방,경기도,여주시, 16 , 16 ,100.00%, 18 ,88.89%,
PC방,경기도,연천군, 9 , 9 ,100.00%, 12 ,75.00%,
PC방,경기도,가평군, 14 , 15 ,93.33%, 11 ,127.27%,
PC방,경기도,양평군, 12 , 12 ,100.00%, 12 ,100.00%,
PC방,강원도,합계, 426 , 428 ,99.53%, 420 ,101.43%,
PC방,강원도,춘천시, 72 , 73 ,98.63%, 65 ,110.77%,
