사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
커피음료점,경기도,안산시 단원구, 411 , 406 ,101.23%, 332 ,123.80%,
커피음료점,경기도,고양시 덕양구, 358 , 354 ,101.13%, 308 ,116.23%,
커피음료점,경기도,고양시 일산동구, 403 , 391 ,103.07%, 318 ,126.73%,
커피음료점,경기도,고양시 일산서구, 233 , 234 ,99.57%, 186 ,125.27%,
커피음료점,경기도,과천시, 48 , 47 ,102.13%, 43 ,111.63%,
커피음료점,경기도,구리시, 229 , 228 ,100.44%, 198 ,115.66%,
커피음료점,경기도,남양주시, 562 , 548 ,102.55%, 444 ,126.58%,
커피음료점,경기도,오산시, 225 , 221 ,101.81%, 194 ,115.98%,
커피음료점,경기도,시흥시, 462 , 459 ,100.65%, 338 ,136.69%,
커피음료점,경기도,군포시, 240 , 239 ,100.42%, 211 ,113.74%,
커피음료점,경기도,의왕시, 140 , 141 ,99.29%, 122 ,114.75%,
커피음료점,경기도,하남시, 212 , 208 ,101.92%, 141 ,150.35%,
커피음료점,경기도,용인시 처인구, 336 , 323 ,104.02%, 266 ,126.32%,
커피음료점,경기도,용인시 기흥구, 352 , 342 ,102.92%, 317 ,111.04%,
커피음료점,경기도,용인시 수지구, 261 , 261 ,100.00%, 220 ,118.64%,
커피음료점,경기도,파주시, 426 , 415 ,102.65%, 325 ,131.08%,
커피음료점,경기도,이천시, 207 , 205 ,100.98%, 188 ,110.11%,
커피음료점,경기도,안성시, 254 , 251 ,101.20%, 221 ,114.93%,
커피음료점,경기도,김포시, 453 , 451 ,100.44%, 374 ,121.12%,
커피음료점,경기도,화성시, 876 , 854 ,102.58%, 730 ,120.00%,
커피음료점,경기도,광주시, 330 , 320 ,103.13%, 255 ,129.41%,
커피음료점,경기도,양주시, 159 , 157 ,101.27%, 114 ,139.47%,
커피음료점,경기도,포천시, 211 , 208 ,101.44%, 170 ,124.12%,
커피음료점,경기도,여주시, 118 , 118 ,100.00%, 89 ,132.58%,
커피음료점,경기도,연천군, 58 , 57 ,101.75%, 54 ,107.41%,
커피음료점,경기도,가평군, 127 , 127 ,100.00%, 112 ,113.39%,
커피음료점,경기도,양평군, 177 , 178 ,99.44%, 153 ,115.69%,
커피음료점,강원도,합계," 2,218 "," 2,191 ",101.23%," 1,830 ",121.20%,
커피음료점,강원도,춘천시, 394 , 389 ,101.29%, 330 ,119.39%,
커피음료점,강원도,원주시, 425 , 422 ,100.71%, 364 ,116.76%,
커피음료점,강원도,강릉시, 428 , 416 ,102.88%, 337 ,127.00%,
커피음료점,강원도,동해시, 126 , 119 ,105.88%, 98 ,128.57%,
커피음료점,강원도,태백시, 50 , 49 ,102.04%, 43 ,116.28%,
커피음료점,강원도,속초시, 134 , 128 ,104.69%, 91 ,147.25%,
커피음료점,강원도,삼척시, 78 , 78 ,100.00%, 49 ,159.18%,
커피음료점,강원도,홍천군, 107 , 110 ,97.27%, 94 ,113.83%,
커피음료점,강원도,횡성군, 65 , 66 ,98.48%, 67 ,97.01%,
커피음료점,강원도,영월군, 46 , 47 ,97.87%, 44 ,104.55%,
커피음료점,강원도,평창군, 75 , 75 ,100.00%, 69 ,108.70%,
커피음료점,강원도,정선군, 61 , 59 ,103.39%, 61 ,100.00%,
커피음료점,강원도,철원군, 58 , 59 ,98.31%, 52 ,111.54%,
커피음료점,강원도,화천군, 13 , 12 ,108.33%, 8 ,162.50%,
커피음료점,강원도,양구군, 22 , 22 ,100.00%, 18 ,122.22%,
커피음료점,강원도,인제군, 34 , 35 ,97.14%, 32 ,106.25%,
커피음료점,강원도,고성군, 51 , 53 ,96.23%, 36 ,141.67%,
커피음료점,강원도,양양군, 51 , 52 ,98.08%, 37 ,137.84%,
커피음료점,대전광역시,합계," 2,263 "," 2,242 ",100.94%," 1,929 ",117.31%,
커피음료점,대전광역시,중구, 358 , 357 ,100.28%, 310 ,115.48%,
커피음료점,대전광역시,동구, 292 , 288 ,101.39%, 265 ,110.19%,
커피음료점,대전광역시,서구, 769 , 765 ,100.52%, 657 ,117.05%,
커피음료점,대전광역시,유성구, 659 , 647 ,101.85%, 550 ,119.82%,
커피음료점,대전광역시,대덕구, 185 , 185 ,100.00%, 147 ,125.85%,
커피음료점,충청북도,합계," 2,107 "," 2,083 ",101.15%," 1,789 ",117.78%,
커피음료점,충청북도,청주시 상당구, 287 , 285 ,100.70%, 252 ,113.89%,
커피음료점,충청북도,청주시 서원구, 239 , 234 ,102.14%, 201 ,118.91%,
커피음료점,충청북도,청주시 흥덕구, 300 , 298 ,100.67%, 226 ,132.74%,
커피음료점,충청북도,청주시 청원구, 243 , 235 ,103.40%, 194 ,125.26%,
커피음료점,충청북도,충주시, 230 , 228 ,100.88%, 226 ,101.77%,
커피음료점,충청북도,제천시, 169 , 169 ,100.00%, 147 ,114.97%,
커피음료점,충청북도,보은군, 48 , 48 ,100.00%, 43 ,111.63%,
커피음료점,충청북도,옥천군, 48 , 46 ,104.35%, 33 ,145.45%,
커피음료점,충청북도,영동군, 84 , 86 ,97.67%, 88 ,95.45%,
커피음료점,충청북도,증평군, 61 , 60 ,101.67%, 46 ,132.61%,
커피음료점,충청북도,진천군, 144 , 145 ,99.31%, 115 ,125.22%,
커피음료점,충청북도,괴산군, 41 , 41 ,100.00%, 44 ,93.18%,
커피음료점,충청북도,음성군, 167 , 164 ,101.83%, 142 ,117.61%,
커피음료점,충청북도,단양군, 46 , 44 ,104.55%, 32 ,143.75%,
커피음료점,충청남도,합계," 2,710 "," 2,690 ",100.74%," 2,346 ",115.52%,
커피음료점,충청남도,천안시 동남구, 387 , 383 ,101.04%, 342 ,113.16%,
커피음료점,충청남도,천안시 서북구, 416 , 413 ,100.73%, 345 ,120.58%,
커피음료점,충청남도,공주시, 176 , 172 ,102.33%, 142 ,123.94%,
커피음료점,충청남도,보령시, 141 , 139 ,101.44%, 121 ,116.53%,
커피음료점,충청남도,아산시, 343 , 341 ,100.59%, 304 ,112.83%,
커피음료점,충청남도,서산시, 232 , 232 ,100.00%, 197 ,117.77%,
커피음료점,충청남도,논산시, 157 , 155 ,101.29%, 136 ,115.44%,
커피음료점,충청남도,계룡시, 42 , 39 ,107.69%, 33 ,127.27%,
커피음료점,충청남도,당진시, 223 , 222 ,100.45%, 203 ,109.85%,
커피음료점,충청남도,금산군, 60 , 61 ,98.36%, 53 ,113.21%,
커피음료점,충청남도,부여군, 80 , 82 ,97.56%, 73 ,109.59%,
커피음료점,충청남도,서천군, 56 , 56 ,100.00%, 49 ,114.29%,
커피음료점,충청남도,청양군, 43 , 44 ,97.73%, 44 ,97.73%,
커피음료점,충청남도,홍성군, 141 , 143 ,98.60%, 125 ,112.80%,
커피음료점,충청남도,예산군, 136 , 133 ,102.26%, 124 ,109.68%,
커피음료점,충청남도,태안군, 77 , 75 ,102.67%, 55 ,140.00%,
커피음료점,세종특별자치시,합계, 427 , 412 ,103.64%, 317 ,134.70%,
커피음료점,세종특별자치시,세종시, 427 , 412 ,103.64%, 317 ,134.70%,
커피음료점,광주광역시,합계," 1,676 "," 1,642 ",102.07%," 1,198 ",139.90%,
커피음료점,광주광역시,동구, 272 , 276 ,98.55%, 238 ,114.29%,
커피음료점,광주광역시,남구, 217 , 211 ,102.84%, 167 ,129.94%,
커피음료점,광주광역시,서구, 308 , 294 ,104.76%, 188 ,163.83%,
커피음료점,광주광역시,북구, 502 , 495 ,101.41%, 386 ,130.05%,
커피음료점,광주광역시,광산구, 377 , 366 ,103.01%, 219 ,172.15%,
커피음료점,전라북도,합계," 2,547 "," 2,516 ",101.23%," 2,163 ",117.75%,
커피음료점,전라북도,전주시 완산구, 678 , 670 ,101.19%, 600 ,113.00%,
커피음료점,전라북도,전주시 덕진구, 488 , 482 ,101.24%, 390 ,125.13%,
커피음료점,전라북도,군산시, 368 , 360 ,102.22%, 318 ,115.72%,
커피음료점,전라북도,익산시, 316 , 314 ,100.64%, 274 ,115.33%,
커피음료점,전라북도,정읍시, 120 , 120 ,100.00%, 104 ,115.38%,
커피음료점,전라북도,남원시, 139 , 137 ,101.46%, 116 ,119.83%,
커피음료점,전라북도,김제시, 66 , 66 ,100.00%, 56 ,117.86%,
커피음료점,전라북도,완주군, 132 , 133 ,99.25%, 97 ,136.08%,
커피음료점,전라북도,진안군, 20 , 20 ,100.00%, 16 ,125.00%,
커피음료점,전라북도,무주군, 33 , 33 ,100.00%, 29 ,113.79%,
커피음료점,전라북도,장수군, 17 , 16 ,106.25%, 14 ,121.43%,
커피음료점,전라북도,임실군, 29 , 29 ,100.00%, 24 ,120.83%,
커피음료점,전라북도,순창군, 24 , 24 ,100.00%, 24 ,100.00%,
커피음료점,전라북도,고창군, 58 , 53 ,109.43%, 49 ,118.37%,
커피음료점,전라북도,부안군, 59 , 59 ,100.00%, 52 ,113.46%,
커피음료점,전라남도,합계," 2,220 "," 2,204 ",100.73%," 1,763 ",125.92%,
커피음료점,전라남도,목포시, 258 , 260 ,99.23%, 209 ,123.44%,
커피음료점,전라남도,여수시, 387 , 383 ,101.04%, 307 ,126.06%,
커피음료점,전라남도,순천시, 439 , 439 ,100.00%, 342 ,128.36%,
커피음료점,전라남도,나주시, 126 , 121 ,104.13%, 83 ,151.81%,
커피음료점,전라남도,광양시, 152 , 155 ,98.06%, 124 ,122.58%,
커피음료점,전라남도,담양군, 111 , 109 ,101.83%, 79 ,140.51%,
커피음료점,전라남도,곡성군, 20 , 20 ,100.00%, 20 ,100.00%,
커피음료점,전라남도,구례군, 38 , 38 ,100.00%, 32 ,118.75%,
커피음료점,전라남도,고흥군, 51 , 50 ,102.00%, 42 ,121.43%,
커피음료점,전라남도,보성군, 43 , 44 ,97.73%, 31 ,138.71%,
커피음료점,전라남도,화순군, 85 , 84 ,101.19%, 71 ,119.72%,
커피음료점,전라남도,장흥군, 39 , 40 ,97.50%, 30 ,130.00%,
커피음료점,전라남도,강진군, 41 , 40 ,102.50%, 33 ,124.24%,
커피음료점,전라남도,해남군, 71 , 70 ,101.43%, 65 ,109.23%,
커피음료점,전라남도,영암군, 30 , 30 ,100.00%, 29 ,103.45%,
커피음료점,전라남도,무안군, 99 , 97 ,102.06%, 81 ,122.22%,
커피음료점,전라남도,함평군, 17 , 15 ,113.33%, 11 ,154.55%,
커피음료점,전라남도,영광군, 38 , 39 ,97.44%, 34 ,111.76%,
커피음료점,전라남도,장성군, 46 , 44 ,104.55%, 34 ,135.29%,
커피음료점,전라남도,완도군, 66 , 63 ,104.76%, 53 ,124.53%,
커피음료점,전라남도,진도군, 42 , 42 ,100.00%, 35 ,120.00%,
커피음료점,전라남도,신안군, 21 , 21 ,100.00%, 18 ,116.67%,
커피음료점,대구광역시,합계," 2,916 "," 2,880 ",101.25%," 2,481 ",117.53%,
커피음료점,대구광역시,중구, 441 , 436 ,101.15%, 394 ,111.93%,
커피음료점,대구광역시,동구, 361 , 355 ,101.69%, 312 ,115.71%,
커피음료점,대구광역시,남구, 236 , 238 ,99.16%, 209 ,112.92%,
커피음료점,대구광역시,서구, 149 , 143 ,104.20%, 130 ,114.62%,
커피음료점,대구광역시,북구, 481 , 478 ,100.63%, 403 ,119.35%,
커피음료점,대구광역시,수성구, 526 , 517 ,101.74%, 431 ,122.04%,
커피음료점,대구광역시,달서구, 521 , 513 ,101.56%, 449 ,116.04%,
커피음료점,대구광역시,달성군, 201 , 200 ,100.50%, 153 ,131.37%,
커피음료점,경상북도,합계," 4,316 "," 4,286 ",100.70%," 3,728 ",115.77%,
커피음료점,경상북도,포항시 남구, 299 , 298 ,100.34%, 223 ,134.08%,
커피음료점,경상북도,포항시 북구, 379 , 381 ,99.48%, 295 ,128.47%,
커피음료점,경상북도,경주시, 589 , 581 ,101.38%, 505 ,116.63%,
커피음료점,경상북도,김천시, 161 , 162 ,99.38%, 152 ,105.92%,
커피음료점,경상북도,안동시, 296 , 293 ,101.02%, 262 ,112.98%,
커피음료점,경상북도,구미시, 523 , 523 ,100.00%, 456 ,114.69%,
커피음료점,경상북도,영주시, 158 , 158 ,100.00%, 132 ,119.70%,
커피음료점,경상북도,영천시, 134 , 132 ,101.52%, 116 ,115.52%,
커피음료점,경상북도,상주시, 157 , 154 ,101.95%, 144 ,109.03%,
커피음료점,경상북도,문경시, 118 , 120 ,98.33%, 101 ,116.83%,
커피음료점,경상북도,경산시, 386 , 379 ,101.85%, 322 ,119.88%,
커피음료점,경상북도,군위군, 49 , 49 ,100.00%, 44 ,111.36%,
커피음료점,경상북도,의성군, 100 , 102 ,98.04%, 91 ,109.89%,
커피음료점,경상북도,청송군, 114 , 114 ,100.00%, 114 ,100.00%,
커피음료점,경상북도,영양군, 33 , 32 ,103.13%, 37 ,89.19%,
커피음료점,경상북도,영덕군, 91 , 91 ,100.00%, 81 ,112.35%,
커피음료점,경상북도,청도군, 147 , 143 ,102.80%, 121 ,121.49%,
커피음료점,경상북도,고령군, 21 , 18 ,116.67%, 21 ,100.00%,
커피음료점,경상북도,성주군, 142 , 142 ,100.00%, 139 ,102.16%,
커피음료점,경상북도,칠곡군, 132 , 130 ,101.54%, 110 ,120.00%,
커피음료점,경상북도,예천군, 71 , 68 ,104.41%, 61 ,116.39%,
커피음료점,경상북도,봉화군, 66 , 66 ,100.00%, 61 ,108.20%,
커피음료점,경상북도,울진군, 127 , 127 ,100.00%, 118 ,107.63%,
커피음료점,경상북도,울릉군, 23 , 23 ,100.00%, 22 ,104.55%,
커피음료점,부산광역시,합계," 3,572 "," 3,524 ",101.36%," 2,868 ",124.55%,
커피음료점,부산광역시,중구, 209 , 206 ,101.46%, 193 ,108.29%,
커피음료점,부산광역시,강서구, 157 , 156 ,100.64%, 102 ,153.92%,
커피음료점,부산광역시,동구, 137 , 136 ,100.74%, 110 ,124.55%,
커피음료점,부산광역시,남구, 218 , 212 ,102.83%, 182 ,119.78%,
커피음료점,부산광역시,서구, 118 , 117 ,100.85%, 98 ,120.41%,
커피음료점,부산광역시,북구, 187 , 181 ,103.31%, 138 ,135.51%,
커피음료점,부산광역시,영도구, 121 , 118 ,102.54%, 102 ,118.63%,
커피음료점,부산광역시,부산진구, 523 , 511 ,102.35%, 430 ,121.63%,
커피음료점,부산광역시,동래구, 253 , 247 ,102.43%, 204 ,124.02%,
커피음료점,부산광역시,해운대구, 293 , 295 ,99.32%, 237 ,123.63%,
커피음료점,부산광역시,사하구, 250 , 243 ,102.88%, 196 ,127.55%,
커피음료점,부산광역시,금정구, 286 , 285 ,100.35%, 226 ,126.55%,
커피음료점,부산광역시,연제구, 200 , 195 ,102.56%, 146 ,136.99%,
커피음료점,부산광역시,수영구, 240 , 240 ,100.00%, 188 ,127.66%,
커피음료점,부산광역시,사상구, 176 , 174 ,101.15%, 133 ,132.33%,
커피음료점,부산광역시,기장군, 204 , 208 ,98.08%, 183 ,111.48%,
커피음료점,울산광역시,합계," 1,452 "," 1,442 ",100.69%," 1,293 ",112.30%,
커피음료점,울산광역시,중구, 254 , 254 ,100.00%, 232 ,109.48%,
커피음료점,울산광역시,동구, 182 , 182 ,100.00%, 172 ,105.81%,
커피음료점,울산광역시,남구, 512 , 508 ,100.79%, 458 ,111.79%,
커피음료점,울산광역시,북구, 223 , 217 ,102.76%, 190 ,117.37%,
커피음료점,울산광역시,울주군, 281 , 281 ,100.00%, 241 ,116.60%,
커피음료점,경상남도,합계," 3,996 "," 3,952 ",101.11%," 3,402 ",117.46%,
커피음료점,경상남도,고성군, 50 , 49 ,102.04%, 54 ,92.59%,
커피음료점,경상남도,창원시 의창구, 315 , 308 ,102.27%, 253 ,124.51%,
커피음료점,경상남도,창원시 성산구, 238 , 233 ,102.15%, 189 ,125.93%,
커피음료점,경상남도,창원시 마산합포구, 249 , 249 ,100.00%, 216 ,115.28%,
커피음료점,경상남도,창원시 마산회원구, 202 , 197 ,102.54%, 182 ,110.99%,
커피음료점,경상남도,창원시 진해구, 225 , 220 ,102.27%, 181 ,124.31%,
커피음료점,경상남도,진주시, 522 , 518 ,100.77%, 426 ,122.54%,
커피음료점,경상남도,통영시, 170 , 170 ,100.00%, 145 ,117.24%,
커피음료점,경상남도,사천시, 122 , 120 ,101.67%, 102 ,119.61%,
커피음료점,경상남도,김해시, 550 , 548 ,100.36%, 469 ,117.27%,
커피음료점,경상남도,밀양시, 172 , 170 ,101.18%, 149 ,115.44%,
커피음료점,경상남도,거제시, 210 , 207 ,101.45%, 200 ,105.00%,
커피음료점,경상남도,양산시, 340 , 339 ,100.29%, 284 ,119.72%,
커피음료점,경상남도,의령군, 48 , 46 ,104.35%, 40 ,120.00%,
커피음료점,경상남도,함안군, 88 , 83 ,106.02%, 76 ,115.79%,
커피음료점,경상남도,창녕군, 125 , 123 ,101.63%, 123 ,101.63%,
커피음료점,경상남도,남해군, 74 , 76 ,97.37%, 61 ,121.31%,
커피음료점,경상남도,하동군, 83 , 81 ,102.47%, 71 ,116.90%,
커피음료점,경상남도,산청군, 39 , 40 ,97.50%, 34 ,114.71%,
커피음료점,경상남도,함양군, 41 , 40 ,102.50%, 39 ,105.13%,
커피음료점,경상남도,거창군, 65 , 66 ,98.48%, 48 ,135.42%,
커피음료점,경상남도,합천군, 68 , 69 ,98.55%, 60 ,113.33%,
커피음료점,제주특별자치도,합계," 1,233 "," 1,217 ",101.31%," 1,005 ",122.69%,
커피음료점,제주특별자치도,제주시, 865 , 855 ,101.17%, 715 ,120.98%,
커피음료점,제주특별자치도,서귀포시, 368 , 362 ,101.66%, 290 ,126.90%,
컴퓨터판매점,합계,합계," 5,000 "," 4,980 ",100.40%," 4,936 ",101.30%,
컴퓨터판매점,서울특별시,합계," 1,023 "," 1,015 ",100.79%, 985 ,103.86%,
컴퓨터판매점,서울특별시,종로구, 13 , 13 ,100.00%, 15 ,86.67%,
컴퓨터판매점,서울특별시,중구, 20 , 19 ,105.26%, 18 ,111.11%,
컴퓨터판매점,서울특별시,용산구, 94 , 94 ,100.00%, 90 ,104.44%,
컴퓨터판매점,서울특별시,성동구, 19 , 19 ,100.00%, 18 ,105.56%,
컴퓨터판매점,서울특별시,광진구, 64 , 64 ,100.00%, 64 ,100.00%,
컴퓨터판매점,서울특별시,동대문구, 24 , 24 ,100.00%, 26 ,92.31%,
컴퓨터판매점,서울특별시,중랑구, 31 , 29 ,106.90%, 27 ,114.81%,
컴퓨터판매점,서울특별시,성북구, 20 , 20 ,100.00%, 19 ,105.26%,
컴퓨터판매점,서울특별시,강북구, 22 , 22 ,100.00%, 22 ,100.00%,
컴퓨터판매점,서울특별시,도봉구, 21 , 21 ,100.00%, 21 ,100.00%,
컴퓨터판매점,서울특별시,노원구, 31 , 32 ,96.88%, 30 ,103.33%,
컴퓨터판매점,서울특별시,은평구, 29 , 29 ,100.00%, 26 ,111.54%,
컴퓨터판매점,서울특별시,서대문구, 20 , 20 ,100.00%, 15 ,133.33%,
컴퓨터판매점,서울특별시,마포구, 30 , 29 ,103.45%, 31 ,96.77%,
컴퓨터판매점,서울특별시,양천구, 24 , 24 ,100.00%, 20 ,120.00%,
컴퓨터판매점,서울특별시,강서구, 62 , 62 ,100.00%, 56 ,110.71%,
컴퓨터판매점,서울특별시,구로구, 49 , 49 ,100.00%, 51 ,96.08%,
컴퓨터판매점,서울특별시,금천구, 68 , 66 ,103.03%, 63 ,107.94%,
컴퓨터판매점,서울특별시,영등포구, 73 , 71 ,102.82%, 71 ,102.82%,
컴퓨터판매점,서울특별시,동작구, 27 , 27 ,100.00%, 28 ,96.43%,
컴퓨터판매점,서울특별시,관악구, 29 , 29 ,100.00%, 27 ,107.41%,
컴퓨터판매점,서울특별시,서초구, 75 , 76 ,98.68%, 83 ,90.36%,
컴퓨터판매점,서울특별시,강남구, 78 , 76 ,102.63%, 76 ,102.63%,
컴퓨터판매점,서울특별시,송파구, 66 , 65 ,101.54%, 55 ,120.00%,
컴퓨터판매점,서울특별시,강동구, 34 , 35 ,97.14%, 33 ,103.03%,
컴퓨터판매점,인천광역시,합계, 217 , 212 ,102.36%, 201 ,107.96%,
컴퓨터판매점,인천광역시,중구, 10 , 10 ,100.00%, 8 ,125.00%,
컴퓨터판매점,인천광역시,동구, 12 , 12 ,100.00%, 9 ,133.33%,
컴퓨터판매점,인천광역시,미추홀구, 28 , 28 ,100.00%, 27 ,103.70%,
컴퓨터판매점,인천광역시,연수구, 22 , 22 ,100.00%, 22 ,100.00%,
컴퓨터판매점,인천광역시,남동구, 41 , 39 ,105.13%, 36 ,113.89%,
컴퓨터판매점,인천광역시,부평구, 32 , 31 ,103.23%, 32 ,100.00%,
컴퓨터판매점,인천광역시,계양구, 30 , 29 ,103.45%, 28 ,107.14%,
컴퓨터판매점,인천광역시,서구, 36 , 35 ,102.86%, 32 ,112.50%,
컴퓨터판매점,인천광역시,강화군, 6 , 6 ,100.00%, 7 ,85.71%,
컴퓨터판매점,경기도,합계," 1,097 "," 1,092 ",100.46%," 1,098 ",99.91%,
컴퓨터판매점,경기도,수원시 장안구, 23 , 24 ,95.83%, 22 ,104.55%,
컴퓨터판매점,경기도,수원시 권선구, 16 , 16 ,100.00%, 16 ,100.00%,
컴퓨터판매점,경기도,수원시 팔달구, 15 , 14 ,107.14%, 17 ,88.24%,
컴퓨터판매점,경기도,수원시 영통구, 29 , 30 ,96.67%, 26 ,111.54%,
컴퓨터판매점,경기도,성남시 수정구, 19 , 19 ,100.00%, 18 ,105.56%,
컴퓨터판매점,경기도,성남시 중원구, 19 , 19 ,100.00%, 22 ,86.36%,
컴퓨터판매점,경기도,성남시 분당구, 57 , 56 ,101.79%, 58 ,98.28%,
컴퓨터판매점,경기도,의정부시, 38 , 37 ,102.70%, 46 ,82.61%,
컴퓨터판매점,경기도,안양시 만안구, 20 , 21 ,95.24%, 20 ,100.00%,
컴퓨터판매점,경기도,안양시 동안구, 36 , 36 ,100.00%, 36 ,100.00%,
컴퓨터판매점,경기도,부천시, 80 , 80 ,100.00%, 78 ,102.56%,
컴퓨터판매점,경기도,광명시, 35 , 33 ,106.06%, 33 ,106.06%,
컴퓨터판매점,경기도,평택시, 51 , 52 ,98.08%, 52 ,98.08%,
컴퓨터판매점,경기도,동두천시, 11 , 10 ,110.00%, 10 ,110.00%,
컴퓨터판매점,경기도,안산시 상록구, 21 , 21 ,100.00%, 26 ,80.77%,
컴퓨터판매점,경기도,안산시 단원구, 40 , 40 ,100.00%, 40 ,100.00%,
컴퓨터판매점,경기도,고양시 덕양구, 34 , 33 ,103.03%, 34 ,100.00%,
컴퓨터판매점,경기도,고양시 일산동구, 27 , 28 ,96.43%, 28 ,96.43%,
컴퓨터판매점,경기도,고양시 일산서구, 24 , 24 ,100.00%, 23 ,104.35%,
컴퓨터판매점,경기도,구리시, 10 , 11 ,90.91%, 11 ,90.91%,
컴퓨터판매점,경기도,남양주시, 41 , 42 ,97.62%, 50 ,82.00%,
컴퓨터판매점,경기도,오산시, 17 , 17 ,100.00%, 18 ,94.44%,
컴퓨터판매점,경기도,시흥시, 40 , 39 ,102.56%, 38 ,105.26%,
컴퓨터판매점,경기도,군포시, 21 , 21 ,100.00%, 21 ,100.00%,
컴퓨터판매점,경기도,의왕시, 10 , 10 ,100.00%, 11 ,90.91%,
컴퓨터판매점,경기도,하남시, 22 , 22 ,100.00%, 18 ,122.22%,
컴퓨터판매점,경기도,용인시 처인구, 12 , 12 ,100.00%, 14 ,85.71%,
컴퓨터판매점,경기도,용인시 기흥구, 30 , 31 ,96.77%, 27 ,111.11%,
컴퓨터판매점,경기도,용인시 수지구, 13 , 11 ,118.18%, 12 ,108.33%,
컴퓨터판매점,경기도,파주시, 38 , 39 ,97.44%, 40 ,95.00%,
컴퓨터판매점,경기도,이천시, 26 , 25 ,104.00%, 25 ,104.00%,
컴퓨터판매점,경기도,안성시, 23 , 25 ,92.00%, 29 ,79.31%,
컴퓨터판매점,경기도,김포시, 43 , 39 ,110.26%, 34 ,126.47%,
컴퓨터판매점,경기도,화성시, 59 , 59 ,100.00%, 51 ,115.69%,
컴퓨터판매점,경기도,광주시, 38 , 37 ,102.70%, 35 ,108.57%,
컴퓨터판매점,경기도,양주시, 19 , 19 ,100.00%, 18 ,105.56%,
컴퓨터판매점,경기도,포천시, 15 , 15 ,100.00%, 17 ,88.24%,
컴퓨터판매점,경기도,여주시, 7 , 7 ,100.00%, 7 ,100.00%,
컴퓨터판매점,경기도,연천군, 3 , 3 ,100.00%, 3 ,100.00%,
컴퓨터판매점,경기도,가평군, 3 , 3 ,100.00%, 3 ,100.00%,
컴퓨터판매점,경기도,양평군, 12 , 12 ,100.00%, 11 ,109.09%,
컴퓨터판매점,강원도,합계, 184 , 185 ,99.46%, 179 ,102.79%,
